experiment,config_name,best_epoch,validation_f1_macro,validation_accuracy,validation_loss,epochs_trained,training_time_sec,time_per_epoch_sec,hidden_layers,activation,dropout,use_batch_norm,optimizer,lr,epochs,batch_size,weight_decay
unified_grid,config_95,94,0.9421217054210104,0.9336734693877551,0.1784611282449576,100,88.42629408836365,0.8842629408836364,[16],relu,0.2,False,rmsprop,0.0005,100,32,0.0
unified_grid,config_171,44,0.9412264407200993,0.9336734693877551,0.167437486470707,54,48.504284143447876,0.8982274841379236,"[128, 64]",tanh,0.0,False,adam,0.0005,100,32,0.0
unified_grid,config_57,47,0.9409127594328218,0.9336734693877551,0.1747240647673607,57,47.19462490081787,0.8279758754529452,[8],relu,0.0,False,rmsprop,0.001,100,32,0.0
unified_grid,config_53,61,0.9408456914127438,0.9336734693877551,0.1783053926642864,71,60.944326877593994,0.8583708010928731,[8],relu,0.0,False,adamw,0.001,100,32,0.0
unified_grid,config_50,100,0.9414925782445572,0.9336734693877551,0.18094390630722046,100,24.271968841552734,0.24271968841552735,[8],relu,0.0,False,adam,0.001,100,128,0.0
unified_grid,config_137,12,0.941300603873918,0.9336734693877551,0.1642633672923811,22,23.041024208068848,1.0473192821849475,"[128, 64]",relu,0.2,False,adamw,0.001,100,32,0.0
unified_grid,config_76,92,0.9388902704753327,0.9336734693877551,0.1785336211323738,100,23.277384996414185,0.23277384996414185,[16],relu,0.0,False,adam,0.0005,100,128,0.0
unified_grid,config_129,8,0.9409819276503859,0.9326530612244898,0.16990717554525023,18,18.078324794769287,1.0043513774871826,"[128, 64]",relu,0.0,False,rmsprop,0.001,100,32,0.0
unified_grid,config_54,80,0.9395866011169849,0.9326530612244898,0.1816123304888606,90,21.57548713684082,0.2397276348537869,[8],relu,0.0,False,adamw,0.001,100,128,0.0
unified_grid,config_113,26,0.9414398321000023,0.9326530612244898,0.17031035067573672,36,38.20936989784241,1.061371386051178,"[64, 32]",relu,0.2,False,adamw,0.001,100,32,0.0
unified_grid,config_175,29,0.9405126605104451,0.9326530612244898,0.16867630406012457,39,36.52077078819275,0.9364300202100705,"[128, 64]",tanh,0.0,False,adamw,0.0005,100,32,0.0
unified_grid,config_108,22,0.9398814198604895,0.9326530612244898,0.17093401588499546,32,10.060096740722656,0.314378023147583,"[64, 32]",relu,0.0,False,rmsprop,0.0005,100,128,0.0
unified_grid,config_10,10,0.9416012666341437,0.9326530612244898,0.1699168812483549,20,12.271485090255737,0.6135742545127869,"[64, 32]",gelu,0.1,False,adamw,0.001,100,64,1e-05
unified_grid,config_152,69,0.9382444928072184,0.9326530612244898,0.18512346036732197,79,19.034325122833252,0.2409408243396614,[32],tanh,0.0,False,adamw,0.0005,100,128,0.0
unified_grid,config_81,42,0.9404880496202823,0.9316326530612244,0.1810857368813407,52,44.28270196914673,0.851590422483591,[16],relu,0.0,False,rmsprop,0.001,100,32,0.0
unified_grid,config_71,100,0.9363400339885223,0.9316326530612244,0.20429401868774044,100,86.81153273582458,0.8681153273582458,[8],relu,0.2,False,rmsprop,0.0005,100,32,0.0
unified_grid,config_72,99,0.9375429634084647,0.9316326530612244,0.23578699864447117,100,25.01124143600464,0.2501124143600464,[8],relu,0.2,False,rmsprop,0.0005,100,128,0.0
unified_grid,config_49,40,0.9402332732292268,0.9316326530612244,0.18892755455547763,50,43.152889251708984,0.8630577850341797,[8],relu,0.0,False,adam,0.001,100,32,0.0
unified_grid,config_91,83,0.9384024426906092,0.9316326530612244,0.1814983451078015,93,83.37371802330017,0.896491591648389,[16],relu,0.2,False,adamw,0.0005,100,32,0.0
unified_grid,config_94,63,0.9375467307302817,0.9316326530612244,0.18673989363014698,73,19.498133182525635,0.26709771482911826,[16],relu,0.2,False,rmsprop,0.001,100,128,0.0
unified_grid,config_60,100,0.9370994548824266,0.9306122448979591,0.18869371339678764,100,23.81673502922058,0.23816735029220581,[8],relu,0.0,False,rmsprop,0.0005,100,128,0.0
unified_grid,config_85,57,0.9366553097836022,0.9295918367346939,0.174308238250594,67,58.880420207977295,0.8788122419101089,[16],relu,0.2,False,adam,0.001,100,32,0.0
unified_grid,config_64,100,0.936499743537515,0.9295918367346939,0.2334806378930807,100,25.11414122581482,0.2511414122581482,[8],relu,0.2,False,adam,0.0005,100,128,0.0
unified_grid,config_88,97,0.9367939689264411,0.9295918367346939,0.19077885150909424,100,24.88731098175049,0.24887310981750488,[16],relu,0.2,False,adam,0.0005,100,128,0.0
unified_grid,config_90,60,0.9372413168829645,0.9295918367346939,0.19486129097640514,70,18.159076929092407,0.2594153847013201,[16],relu,0.2,False,adamw,0.001,100,128,0.0
unified_grid,config_68,100,0.9356872176258315,0.9285714285714286,0.25632310658693314,100,25.427109003067017,0.25427109003067017,[8],relu,0.2,False,adamw,0.0005,100,128,0.0
unified_grid,config_67,71,0.9373090367938469,0.9275510204081633,0.21772651939142135,81,71.91101813316345,0.8877903473230055,[8],relu,0.2,False,adamw,0.0005,100,32,0.0
unified_grid,config_66,74,0.9340965455335114,0.9275510204081633,0.22864404134452343,84,21.015215158462524,0.2501811328388396,[8],relu,0.2,False,adamw,0.001,100,128,0.0
unified_grid,config_58,76,0.9358185405540241,0.9275510204081633,0.18570512533187866,86,19.636658906936646,0.22833324310391448,[8],relu,0.0,False,rmsprop,0.001,100,128,0.0
unified_grid,config_56,97,0.9345576563837499,0.9275510204081633,0.18960496596992016,100,24.03286123275757,0.24032861232757569,[8],relu,0.0,False,adamw,0.0005,100,128,0.0
unified_grid,config_62,100,0.9332773644647637,0.926530612244898,0.22426223382353783,100,26.16912007331848,0.2616912007331848,[8],relu,0.2,False,adam,0.001,100,128,0.0
unified_grid,config_61,100,0.9310819842608977,0.926530612244898,0.20026422892847368,100,88.02641797065735,0.8802641797065734,[8],relu,0.2,False,adam,0.001,100,32,0.0
unified_grid,config_69,85,0.928987886974114,0.9214285714285714,0.2123708143349617,95,80.92081999778748,0.8517981052398682,[8],relu,0.2,False,rmsprop,0.001,100,32,0.0
unified_grid,config_70,87,0.9304073954723663,0.9214285714285714,0.21215800195932388,97,23.821316242218018,0.2455805798166806,[8],relu,0.2,False,rmsprop,0.001,100,128,0.0
