experiment,config_name,best_epoch,validation_f1_macro,validation_accuracy,validation_loss,epochs_trained,training_time_sec,time_per_epoch_sec,hidden_layers,activation,dropout,use_batch_norm,optimizer,lr,epochs,batch_size,weight_decay
unified_grid,config_31,11,0.941977839500568,0.9346938775510204,0.170290547888726,21,12.189589023590088,0.5804566201709566,"[128, 64]",gelu,0.0,False,adamw,0.0005,100,64,0.0001
unified_grid,config_160,95,0.9408119731510922,0.9346938775510204,0.17639635503292084,100,23.240206956863403,0.23240206956863405,[64],tanh,0.0,False,adam,0.0005,100,128,0.0
unified_grid,config_4,17,0.9424724444822157,0.9346938775510204,0.1687482288107276,27,14.257533073425293,0.528056780497233,"[64, 32]",gelu,0.0,False,adamw,0.001,100,64,0.0005
unified_grid,config_140,25,0.9426964214175929,0.9346938775510204,0.1725537572056055,35,10.901813268661499,0.31148037910461424,"[128, 64]",relu,0.2,False,adamw,0.0005,100,128,0.0
unified_grid,config_156,98,0.9423945068989346,0.9346938775510204,0.17747749667614698,100,23.000359058380127,0.23000359058380127,[32],tanh,0.0,False,rmsprop,0.0005,100,128,0.0
unified_grid,config_3,8,0.9430797710310861,0.9346938775510204,0.1693901834078133,18,10.132149696350098,0.5628972053527832,"[64, 32]",gelu,0.0,False,adamw,0.001,100,64,0.0001
unified_grid,config_173,10,0.9437753592533005,0.9346938775510204,0.170908170602014,20,19.925304889678955,0.9962652444839477,"[128, 64]",tanh,0.0,False,adamw,0.001,100,32,0.0
unified_grid,config_9,13,0.9427964946682623,0.9346938775510204,0.1687627201899886,23,13.995954036712646,0.6085197407266368,"[64, 32]",gelu,0.1,False,adamw,0.001,100,64,0.0
unified_grid,config_104,25,0.9415199810287139,0.9336734693877551,0.17532889172434807,35,11.073916912078857,0.3163976260593959,"[64, 32]",relu,0.0,False,adamw,0.0005,100,128,0.0
unified_grid,config_132,37,0.9421170343356644,0.9336734693877551,0.16867777705192566,47,13.684547185897827,0.291160578423358,"[128, 64]",relu,0.0,False,rmsprop,0.0005,100,128,0.0
unified_grid,config_123,20,0.9428705080951307,0.9336734693877551,0.16920257750297746,30,30.334583044052124,1.0111527681350707,"[128, 64]",relu,0.0,False,adam,0.0005,100,32,0.0
unified_grid,config_100,35,0.9411730741664794,0.9336734693877551,0.1732796924188733,45,14.958073139190674,0.3324016253153483,"[64, 32]",relu,0.0,False,adam,0.0005,100,128,0.0
unified_grid,config_82,45,0.9386774920321527,0.9336734693877551,0.18661509081721306,55,14.170408964157104,0.257643799348311,[16],relu,0.0,False,rmsprop,0.001,100,128,0.0
unified_grid,config_84,99,0.9407564850979779,0.9336734693877551,0.18325175344944,100,24.112223863601685,0.24112223863601684,[16],relu,0.0,False,rmsprop,0.0005,100,128,0.0
