model_name,scenario_name,epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1,learning_rate,epoch_time_seconds,improved_selection_metric,selection_metric,selection_mode
transformer,fixed_epochs_overfit_baseline,1,0.5787082497451617,0.667695652173913,0.6686783871249891,0.6647826086956522,0.6667248070466141,0.3195152530670166,0.867,0.8342440801457195,0.916,0.8732125834127741,0.0001,32.74058312503621,True,val_f1,max
transformer,fixed_epochs_overfit_baseline,2,0.2741811408685601,0.8872608695652174,0.884818111120712,0.8904347826086957,0.8876175616521476,0.28208411490917207,0.8895,0.9229098805646037,0.85,0.8849557522123894,0.0001,31.834430834045634,True,val_f1,max
transformer,fixed_epochs_overfit_baseline,3,0.19117033327144126,0.9264347826086956,0.9282969432314411,0.9242608695652174,0.9262745098039216,0.28608179891109464,0.9005,0.8825214899713467,0.924,0.9027845627747924,0.0001,32.37942433403805,True,val_f1,max
transformer,fixed_epochs_overfit_baseline,4,0.13317027891200522,0.953,0.9546208220612619,0.9512173913043478,0.9529160677729867,0.3415995309352875,0.8925,0.901740020470829,0.881,0.8912493677288822,0.0001,33.3844042919809,False,val_f1,max
transformer,fixed_epochs_overfit_baseline,5,0.09362752376432004,0.9685217391304348,0.9693379790940767,0.9676521739130435,0.9684943429068755,0.42331267976760867,0.889,0.8843873517786561,0.895,0.889662027833002,0.0001,36.55893433291931,False,val_f1,max
transformer,fixed_epochs_overfit_baseline,6,0.05570907456201056,0.9832173913043478,0.9849040139616055,0.9814782608695652,0.9831881533101046,0.5372726447582244,0.8785,0.898840885142255,0.853,0.8753206772703951,0.0001,37.6260916669853,False,val_f1,max
transformer,fixed_epochs_overfit_baseline,7,0.028094635435825455,0.9932173913043478,0.9939905939731754,0.9924347826086957,0.9932120790183622,0.6806521859169007,0.879,0.8828282828282829,0.874,0.878391959798995,0.0001,36.65937875001691,False,val_f1,max
transformer,fixed_epochs_overfit_baseline,8,0.01696836036761575,0.9962608695652174,0.996347190815794,0.9961739130434782,0.9962605443951648,0.7961311178207398,0.8785,0.8866189989785496,0.868,0.877210712481051,0.0001,34.960155999986455,False,val_f1,max
transformer,fixed_epochs_overfit_baseline,9,0.011921155836109233,0.9974347826086957,0.9973050508562984,0.9975652173913043,0.9974351171586315,0.8838135166168213,0.8735,0.8910994764397906,0.851,0.8705882352941177,0.0001,33.496475792024285,False,val_f1,max
transformer,fixed_epochs_overfit_baseline,10,0.00885462030387767,0.9982608695652174,0.9982608695652174,0.9982608695652174,0.9982608695652174,0.9151545190811157,0.883,0.8606403013182674,0.914,0.8865179437439379,0.0001,32.5647106670076,False,val_f1,max
transformer,fixed_epochs_overfit_baseline,11,0.014730656212924615,0.9959130434782608,0.9960855949895616,0.9957391304347826,0.995912332579579,0.9089929475784302,0.875,0.8727634194831014,0.878,0.8753738783649053,0.0001,31.99842824996449,False,val_f1,max
transformer,fixed_epochs_overfit_baseline,12,0.011802249140915988,0.9975217391304347,0.9979980851249021,0.9970434782608696,0.9975205533081039,0.9225320024490357,0.8745,0.8660801564027371,0.886,0.8759268413247652,0.0001,31.87615970801562,False,val_f1,max
transformer,fixed_epochs_overfit_baseline,13,0.007127552887100888,0.9983043478260869,0.9986078482554599,0.998,0.9983038316009221,1.061829655647278,0.871,0.8567307692307692,0.891,0.8735294117647059,0.0001,31.709039666107856,False,val_f1,max
transformer,fixed_epochs_overfit_baseline,14,0.004888866503196566,0.9992173913043478,0.999304226822056,0.9991304347826087,0.9992173232454996,1.1689410338401793,0.8585,0.9115958668197475,0.794,0.848743987172635,0.0001,32.04598137491848,False,val_f1,max
transformer,fixed_epochs_overfit_baseline,15,0.01218255945339637,0.9963913043478261,0.9963481436396835,0.9964347826086957,0.9963914612408156,1.0395780048370362,0.869,0.888421052631579,0.844,0.8656410256410256,0.0001,31.885770207969472,False,val_f1,max
