model_name,scenario_name,max_epochs,epochs_trained,selected_epoch,selected_state_description,selection_metric,selection_mode,selected_val_loss,selected_val_accuracy,selected_val_precision,selected_val_recall,selected_val_f1,best_val_loss_epoch,best_val_loss,best_val_loss_accuracy,best_val_loss_f1,best_val_accuracy_epoch,best_val_accuracy_loss,best_val_accuracy,best_val_accuracy_f1,best_val_f1_epoch,best_val_f1_loss,best_val_f1_accuracy,best_val_f1,learning_rate,classifier_dropout,transformer_dropout,weight_decay,use_early_stopping,early_stopping_patience,use_scheduler,scheduler_factor,scheduler_patience,total_training_time_seconds,mean_epoch_time_seconds
lstm,fixed_epochs_overfit_baseline,15,15,15,final_epoch_state,val_f1,max,0.7245223388671875,0.857,0.8773784355179705,0.83,0.8530318602261048,4,0.2701010091304779,0.8945,0.8946580129805292,4,0.2701010091304779,0.8945,0.8946580129805292,4,0.2701010091304779,0.8945,0.8946580129805292,0.0001,0.5,0.5,0.0,False,,False,,,189.5153410830535,12.634356072203566
