model_name,scenario_name,max_epochs,epochs_trained,selected_epoch,selected_state_description,selection_metric,selection_mode,selected_val_loss,selected_val_accuracy,selected_val_precision,selected_val_recall,selected_val_f1,best_val_loss_epoch,best_val_loss,best_val_loss_accuracy,best_val_loss_f1,best_val_accuracy_epoch,best_val_accuracy_loss,best_val_accuracy,best_val_accuracy_f1,best_val_f1_epoch,best_val_f1_loss,best_val_f1_accuracy,best_val_f1,learning_rate,classifier_dropout,transformer_dropout,weight_decay,use_early_stopping,early_stopping_patience,use_scheduler,scheduler_factor,scheduler_patience,total_training_time_seconds,mean_epoch_time_seconds
transformer,lr_5e5_weight_decay,15,9,5,best_state_by_val_f1,val_f1,max,0.30915425372123717,0.902,0.8828571428571429,0.927,0.904390243902439,4,0.28436588490009307,0.9035,0.9027707808564231,4,0.28436588490009307,0.9035,0.9027707808564231,5,0.30915425372123717,0.902,0.904390243902439,5e-05,0.5,0.5,0.001,True,4,False,,,284.05763770791236,31.561959745323595
