model_name,scenario_name,max_epochs,epochs_trained,selected_epoch,selected_state_description,selection_metric,selection_mode,selected_val_loss,selected_val_accuracy,selected_val_precision,selected_val_recall,selected_val_f1,best_val_loss_epoch,best_val_loss,best_val_loss_accuracy,best_val_loss_f1,best_val_accuracy_epoch,best_val_accuracy_loss,best_val_accuracy,best_val_accuracy_f1,best_val_f1_epoch,best_val_f1_loss,best_val_f1_accuracy,best_val_f1,learning_rate,classifier_dropout,transformer_dropout,weight_decay,use_early_stopping,early_stopping_patience,use_scheduler,scheduler_factor,scheduler_patience,total_training_time_seconds,mean_epoch_time_seconds
lstm,lr_5e5_weight_decay,15,14,10,best_state_by_val_f1,val_f1,max,0.32397988986968995,0.89,0.877906976744186,0.906,0.8917322834645669,7,0.2920595605373383,0.887,0.8845760980592441,10,0.32397988986968995,0.89,0.8917322834645669,10,0.32397988986968995,0.89,0.8917322834645669,5e-05,0.5,0.5,0.001,True,4,False,,,177.57579512498342,12.683985366070244
