model_name,scenario_name,max_epochs,epochs_trained,selected_epoch,selected_state_description,selection_metric,selection_mode,selected_val_loss,selected_val_accuracy,selected_val_precision,selected_val_recall,selected_val_f1,best_val_loss_epoch,best_val_loss,best_val_loss_accuracy,best_val_loss_f1,best_val_accuracy_epoch,best_val_accuracy_loss,best_val_accuracy,best_val_accuracy_f1,best_val_f1_epoch,best_val_f1_loss,best_val_f1_accuracy,best_val_f1,learning_rate,classifier_dropout,transformer_dropout,weight_decay,use_early_stopping,early_stopping_patience,use_scheduler,scheduler_factor,scheduler_patience,total_training_time_seconds,mean_epoch_time_seconds
lstm,lr_5e5_no_weight_decay,15,14,10,best_state_by_val_f1,val_f1,max,0.32410406577587125,0.887,0.8735521235521235,0.905,0.8889980353634578,7,0.29261803257465363,0.8845,0.8823229750382068,10,0.32410406577587125,0.887,0.8889980353634578,10,0.32410406577587125,0.887,0.8889980353634578,5e-05,0.5,0.5,0.0,True,4,False,,,175.90256054105703,12.564468610075503
