model_name,scenario_name,max_epochs,epochs_trained,selected_epoch,selected_state_description,selection_metric,selection_mode,selected_val_loss,selected_val_accuracy,selected_val_precision,selected_val_recall,selected_val_f1,best_val_loss_epoch,best_val_loss,best_val_loss_accuracy,best_val_loss_f1,best_val_accuracy_epoch,best_val_accuracy_loss,best_val_accuracy,best_val_accuracy_f1,best_val_f1_epoch,best_val_f1_loss,best_val_f1_accuracy,best_val_f1,learning_rate,classifier_dropout,transformer_dropout,weight_decay,use_early_stopping,early_stopping_patience,use_scheduler,scheduler_factor,scheduler_patience,total_training_time_seconds,mean_epoch_time_seconds
lstm,lr_1e4_weight_decay,15,8,4,best_state_by_val_f1,val_f1,max,0.27105455720424654,0.893,0.8875739644970414,0.9,0.8937437934458788,4,0.27105455720424654,0.893,0.8937437934458788,4,0.27105455720424654,0.893,0.8937437934458788,4,0.27105455720424654,0.893,0.8937437934458788,0.0001,0.5,0.5,0.001,True,4,False,,,101.01839008403476,12.627298760504345
